frame,class,mean_edge,std_edge,cluster
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_031.png",Basketball,58.04740125868056,75.39559152665136,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_032.png",Basketball,58.53552408854166,75.5467084622494,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_033.png",Basketball,56.93202473958333,74.54643338836856,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_034.png",Basketball,55.62536675347222,73.7137989465943,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_035.png",Basketball,54.92853190104167,72.99032073025589,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_036.png",Basketball,49.50844075520833,65.80364993995637,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_037.png",Basketball,43.179545355902775,61.03916833810796,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_038.png",Basketball,61.37935546875,76.3796596966967,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_039.png",Basketball,60.61351345486111,76.10908169540929,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_040.png",Basketball,60.11525173611111,76.31832384347095,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_041.png",Basketball,57.06406575520833,73.70832319316999,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_042.png",Basketball,56.92825954861111,74.97966524685116,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_043.png",Basketball,54.87431315104167,74.2205761201897,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_044.png",Basketball,57.13084418402778,75.48244511424167,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_045.png",Basketball,42.80051215277778,65.0582495289333,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_046.png",Basketball,41.413892144097225,61.01939254034496,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_047.png",Basketball,66.07075086805555,79.10467777823258,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_048.png",Basketball,65.33286675347222,78.98975223114029,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_049.png",Basketball,65.34094075520834,79.11287842183407,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_050.png",Basketball,65.08321397569445,78.94838025658987,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_051.png",Basketball,65.31355251736112,79.26490967470407,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_052.png",Basketball,56.58976671006945,72.07507411204796,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_053.png",Basketball,56.41555989583333,72.82979860433007,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_056.png",Basketball,60.227972005208336,76.0669505362065,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_057.png",Basketball,57.26527452256944,74.18439479337935,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_058.png",Basketball,58.076687282986114,75.92047662359172,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_059.png",Basketball,58.34458224826389,76.17470761149954,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_060.png",Basketball,52.41177734375,70.85268535408136,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_061.png",Basketball,56.02854709201389,74.58613155215899,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_062.png",Basketball,53.83971354166667,72.8636151240502,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_063.png",Basketball,21.269571397569443,43.36372668966686,1
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_064.png",Basketball,24.13702907986111,44.285579102390095,1
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_065.png",Basketball,58.51794270833334,74.17922768821693,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_066.png",Basketball,52.83391493055556,71.53068681482861,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_067.png",Basketball,45.65967990451389,65.31587143532477,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_068.png",Basketball,40.67008029513889,61.70505868352814,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_069.png",Basketball,31.99708550347222,52.96430576008781,1
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_070.png",Basketball,59.499456380208336,75.97873091719691,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_071.png",Basketball,54.5887109375,71.58521185075023,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_072.png",Basketball,59.48393229166667,75.56965923135185,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_073.png",Basketball,58.6429296875,74.418141642206,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_074.png",Basketball,55.94903537326389,72.04888172404168,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_075.png",Basketball,45.73122721354167,62.736094731444695,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_076.png",Basketball,63.166851128472224,77.81982113108806,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_077.png",Basketball,62.10302408854167,77.09196260237597,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_078.png",Basketball,39.32525824652778,58.24006980173159,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_079.png",Basketball,43.33515733506945,62.01538821890063,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_080.png",Basketball,46.53797743055556,63.13910089679015,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_081.png",Basketball,53.73628363715278,70.23972047473711,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_082.png",Basketball,57.95572591145833,74.63371426358896,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_083.png",Basketball,56.780767144097226,73.82026628586254,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_084.png",Basketball,49.71733072916667,66.25448730539455,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_085.png",Basketball,61.15123480902778,75.33527700752086,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_086.png",Basketball,62.048017578125,76.45041219809329,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_087.png",Basketball,65.09940538194445,78.08252907577118,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_088.png",Basketball,64.9373513454861,77.53408677083523,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_089.png",Basketball,63.67269422743056,76.99563133611005,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_090.png",Basketball,60.21990017361111,74.85031597438804,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_091.png",Basketball,60.34611870659722,75.55481344032559,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_092.png",Basketball,58.367511935763886,74.58350079324534,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_093.png",Basketball,56.76400390625,74.47896411879208,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_094.png",Basketball,65.46903645833333,78.23172054214828,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_095.png",Basketball,64.08479600694444,77.55143658339041,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_096.png",Basketball,63.55965603298611,77.45188819515336,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_097.png",Basketball,63.17550889756944,77.32883857809415,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_098.png",Basketball,61.64644314236112,76.37525494465415,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_099.png",Basketball,61.74170572916667,76.46286438236383,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_100.png",Basketball,53.85826388888889,69.72238660162813,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_101.png",Basketball,52.751881510416666,70.27657489435434,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_102.png",Basketball,58.238079427083335,75.0706061173201,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_103.png",Basketball,50.70609049479167,69.6780472741139,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_104.png",Basketball,60.43908528645834,76.70522775085716,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_105.png",Basketball,58.81844184027778,75.73393519319093,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_106.png",Basketball,57.98751844618056,75.70261558440491,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_107.png",Basketball,60.476764322916665,77.42617720858082,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_108.png",Basketball,59.59400499131944,76.56664685394965,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_109.png",Basketball,59.32528537326389,76.83035907435061,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_110.png",Basketball,55.691859809027775,73.72802121982362,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_111.png",Basketball,55.85701822916667,73.77788866971208,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_112.png",Basketball,56.39373697916667,74.46782388460066,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_113.png",Basketball,50.83010091145833,66.58259860855624,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_114.png",Basketball,51.07425021701389,67.48953669330638,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_115.png",Basketball,55.39553276909722,70.57960423578689,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_116.png",Basketball,61.65933051215278,76.36410499829532,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_117.png",Basketball,63.80065212673611,78.45724989991504,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_118.png",Basketball,60.00331271701389,75.13607156415361,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_119.png",Basketball,60.89939670138889,76.2029395165008,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_120.png",Basketball,63.39599500868056,78.02254929005284,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_121.png",Basketball,60.13905598958333,75.9304279644354,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_122.png",Basketball,61.08193250868055,77.00616667027249,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_123.png",Basketball,58.95729383680556,75.30367625789899,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_124.png",Basketball,51.36196723090278,68.5522569287662,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_125.png",Basketball,53.622897135416665,71.32763483633947,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_126.png",Basketball,55.91306532118056,72.9158746525473,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_127.png",Basketball,58.273854166666666,75.24306424517171,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_128.png",Basketball,53.69440646701389,71.05671742423951,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_129.png",Basketball,58.56137152777778,76.06781016644437,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_130.png",Basketball,56.86061414930556,75.25216898847529,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_131.png",Basketball,53.74359592013889,72.52555604417849,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_132.png",Basketball,48.20898328993056,63.788207479448175,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_133.png",Basketball,55.49706163194445,73.03372764216844,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_134.png",Basketball,59.34688368055556,76.19328680860457,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_135.png",Basketball,62.06542643229167,78.50228938008716,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_136.png",Basketball,62.115390625,78.00342630208479,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_137.png",Basketball,62.01569118923611,77.9248677452723,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_138.png",Basketball,62.23372829861111,77.4635908958861,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_139.png",Basketball,62.34916666666667,77.4412971907772,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_140.png",Basketball,58.03208658854167,75.36015041218413,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_141.png",Basketball,15.719325086805556,34.37084971505316,1
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_142.png",Basketball,58.770533854166665,72.65910769034642,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_143.png",Basketball,63.77388454861112,77.65245219204645,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_144.png",Basketball,62.28950086805556,76.04254243224574,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_145.png",Basketball,63.64312282986111,77.16185177375012,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_146.png",Basketball,64.07712890625,77.5068637020199,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_147.png",Basketball,64.25434895833334,77.66531394516568,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_148.png",Basketball,65.00347547743056,77.86642481008127,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_149.png",Basketball,61.22415147569444,75.6305908978202,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_150.png",Basketball,60.25240125868056,75.28085761326248,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_151.png",Basketball,60.71719401041667,76.5875773212531,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_152.png",Basketball,62.14373697916667,77.93354143700554,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_153.png",Basketball,65.21351996527778,80.05171413071737,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_154.png",Basketball,62.27136176215278,77.72922526179745,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_155.png",Basketball,62.90888563368056,77.66544648509749,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_156.png",Basketball,61.13904405381945,75.88948534532653,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_157.png",Basketball,64.86717990451389,78.54456295009788,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_158.png",Basketball,62.26064561631944,77.758032511563,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_159.png",Basketball,60.11308376736111,76.91270472311743,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_160.png",Basketball,67.52943793402778,81.1139442939922,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_161.png",Basketball,65.0082421875,80.44130633282646,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_162.png",Basketball,66.19620225694445,81.39282134061631,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_163.png",Basketball,66.09118815104166,80.63516076181628,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_164.png",Basketball,63.796382378472224,79.69296895951958,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_165.png",Basketball,61.66259006076389,77.66033342870003,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_166.png",Basketball,63.63195203993055,79.95990611584654,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_167.png",Basketball,63.62751627604167,80.24599082458134,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_168.png",Basketball,62.39960828993056,79.62787447701197,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_169.png",Basketball,57.141299913194445,76.00132258565345,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_170.png",Basketball,56.66629123263889,76.00210314389592,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_171.png",Basketball,55.56609157986111,72.81543747324763,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_172.png",Basketball,48.66356553819445,67.52739779461324,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_173.png",Basketball,43.81257161458333,60.15054926762982,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_174.png",Basketball,49.70577690972223,64.54543481142076,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_175.png",Basketball,59.306958550347225,74.02407257734619,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_176.png",Basketball,63.511226128472224,77.48149737026206,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_177.png",Basketball,62.248165147569445,76.06636300873889,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_178.png",Basketball,44.68748372395833,58.83478216560999,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_179.png",Basketball,39.99434787326389,57.78418072871873,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_180.png",Basketball,43.89709418402778,62.514685866774606,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_181.png",Basketball,55.77425238715278,74.84959634463324,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_182.png",Basketball,59.80913302951389,77.4320084601058,0
"Golden State Warriors vs Denver Nuggets Full Game Highlights - April 4, 2025 _ NBA Regular Season_frame_183.png",Basketball,61.04935655381944,78.34380366858755,0
